Content,EventTemplate,IsInTrain,Dataset
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648","PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
program interrupt: imprecise exception......0,program interrupt: imprecise exception......<*>,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
rts panic! - stopping execution,rts panic! - stopping execution,yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310","PrepareForService shutting down NodeCard(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
machine check: i-fetch......................0,machine check: i-fetch......................<*>,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
program interrupt,program interrupt,yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:47189, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:60243, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed","ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",yes,BGL
halt  (command 2992),halt  (command <*>),yes,HPC
halt  (command 2992),halt  (command <*>),yes,HPC
halt  (command 2221),halt  (command <*>),yes,HPC
halt  (command 1982),halt  (command <*>),yes,HPC
halt  (command 2992),halt  (command <*>),yes,HPC
halt  (command 2992),halt  (command <*>),yes,HPC
halt  (command 2992),halt  (command <*>),yes,HPC
halt  (command 1982),halt  (command <*>),yes,HPC
halt  (command 2221),halt  (command <*>),yes,HPC
halt  (command 2992),halt  (command <*>),yes,HPC
halt  (command 2221),halt  (command <*>),yes,HPC
halt  (command 1982),halt  (command <*>),yes,HPC
halt  (command 2221),halt  (command <*>),yes,HPC
halt  (command 2221),halt  (command <*>),yes,HPC
halt  (command 1982),halt  (command <*>),yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
starting,starting,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Link error,Link error,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Command has been aborted,Command has been aborted,yes,HPC
Fan speeds ( 3534 3534 3375 4272 3497 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3534 3534 3375 4272 3497 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3391 4299 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4166 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3534 3534 3375 4115 3497 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4530 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4470 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3391 4299 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4470 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3391 4299 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4245 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3552 3534 3375 4166 3515 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
Fan speeds ( 3534 3534 3375 4115 3497 3479 ),Fan speeds ( <*> <*> <*> <*> <*> <*> ),yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
critical,critical,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not-responding,not-responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
not responding,not responding,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
active,active,yes,HPC
wait  (command 3847),wait  (command <*>),yes,HPC
wait  (command 3525),wait  (command <*>),yes,HPC
wait  (command 2257),wait  (command <*>),yes,HPC
wait  (command 4219),wait  (command <*>),yes,HPC
wait  (command 2513),wait  (command <*>),yes,HPC
wait  (command 3519),wait  (command <*>),yes,HPC
wait  (command 3690),wait  (command <*>),yes,HPC
wait  (command 3334),wait  (command <*>),yes,HPC
wait  (command 3973),wait  (command <*>),yes,HPC
wait  (command 4061),wait  (command <*>),yes,HPC
wait  (command 2057),wait  (command <*>),yes,HPC
wait  (command 3087),wait  (command <*>),yes,HPC
wait  (command 2154),wait  (command <*>),yes,HPC
wait  (command 2885),wait  (command <*>),yes,HPC
wait  (command 3078),wait  (command <*>),yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
closing,closing,yes,HPC
clusterAddMember  (command 1900),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1902),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1900),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1900),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1900),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1902),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1902),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1900),clusterAddMember  (command <*>),yes,HPC
clusterAddMember  (command 1902),clusterAddMember  (command <*>),yes,HPC
